,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
510,2240,Stay.,Neutral,0,0,0,0,0,0,0,0
511,2242,Stay with me.,Neutral,0,0,0,0,0,0,0,0
512,2249,Or not. If I'm overstepping...,Neutral,0,0,0,0,0,0,0,0
513,2259,What are they?,Neutral,0,0,0,0,0,0,0,0
514,2261,What the stone was warning me about.,anger,1,1,0,1,0,0,1,1
515,2274,I have to go.,Neutral,0,0,0,0,0,0,0,0
516,2275,"No, Vision.",anticipation,0,1,0,0,0,0,0,0
517,2277,"Vision, if that's true, then maybe going isn't the best idea.",anticipation,0,1,0,0,0,0,0,0
518,2282,"Wanda, I...",Neutral,0,0,0,0,0,0,0,0
519,2283,Vision!,anticipation,0,1,0,0,0,0,0,0
520,2313,"The blade, it stopped me from phasing.",Neutral,0,0,0,0,0,0,0,0
521,2317,- Is that even possible? - It isn't supposed to be.,Neutral,0,0,0,0,0,0,0,0
522,2320,My systems are failing.,Neutral,0,0,0,0,0,0,0,0
523,2322,I'm beginning to think we should have stayed in bed.,Neutral,0,0,0,0,0,0,0,0
524,2328,Vis!,Neutral,0,0,0,0,0,0,0,0
525,2338,"Give up the stone, and she lives.",anger,1,0,0,0,0,0,0,0
526,2379,Hands off.,Neutral,0,0,0,0,0,0,0,0
527,2396,Come on. Come on.,Neutral,0,0,0,0,0,0,0,0
528,2398,"Come on, you gotta get up.",Neutral,0,0,0,0,0,0,0,0
529,2400,You gotta get up. Come on. Hey.,Neutral,0,0,0,0,0,0,0,0
530,2403,Hey. We have to go.,Neutral,0,0,0,0,0,0,0,0
531,2406,Please. Please leave.,sadness,0,0,0,0,0,1,1,0
532,2409,You asked me to stay.,Neutral,0,0,0,0,0,0,0,0
533,2412,- I'm staying. - Please.,Neutral,0,0,0,0,0,0,0,0
534,2484,- Get up. - I can't.,Neutral,0,0,0,0,0,0,0,0
535,2486,"We don't wanna kill you, but we will.",fear,0,0,0,2,0,2,0,0
536,2489,You'll never get the chance again.,surprise,0,0,0,0,0,0,1,0
537,2507,Can you stand?,Neutral,0,0,0,0,0,0,0,0
538,2514,"Thank you, Captain.",Neutral,0,0,0,0,0,0,0,0
539,2518,Let's get you on the jet.,Neutral,0,0,0,0,0,0,0,0
