,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
474,1737,"STARK: All deference to the Man Who Wouldn't Be King, but it's rigged.",trust,0,0,0,0,0,0,0,2
475,1740,You bet your ass.,Neutral,0,0,0,0,0,0,0,0
476,1741,"- Steve, he said a bad language word. - Did you tell everyone about that?",anger,1,0,1,1,0,1,0,1
477,1744,"The handle's imprinted, right? Like a security code.",Neutral,0,0,0,0,0,0,0,0
478,1746,"""Whosoever is carrying Thor's fingerprints""",Neutral,0,0,0,0,0,0,0,0
479,1748,"is, I think, the literal translation.",trust,0,0,0,0,0,0,0,1
480,1749,"Yes. It's a very, very interesting theory.",anticipation,0,1,0,0,0,0,0,1
481,1753,I have a simpler one.,Neutral,0,0,0,0,0,0,0,0
482,1756,You're all not worthy.,trust,0,0,0,0,0,0,0,1
483,1757,(ALL GROAN),disgust,0,0,1,0,0,1,0,0
484,1759,"Oh, come on!",Neutral,0,0,0,0,0,0,0,0
485,1760,(HIGH-PITCHED NOISE),Neutral,0,0,0,0,0,0,0,0
486,1764,ULTRON: Worthy......,trust,0,0,0,0,0,0,0,1
487,1774,No....,Neutral,0,0,0,0,0,0,0,0
488,1778,How could you be worthy?,trust,0,0,0,0,0,0,0,1
489,1781,You're all killers.,Neutral,0,0,0,0,0,0,0,0
490,1783,- Stark. - Jarvis.,trust,0,0,0,0,0,0,0,1
491,1785,"I am sorry, I was asleep.",Neutral,0,0,0,0,0,0,0,0
492,1787,Or I was a-dream.,Neutral,0,0,0,0,0,0,0,0
493,1790,Reboot Legionnaire OS. We got a buggy suit. There was this terrible noise.,anger,1,0,1,1,0,1,0,0
494,1794,And I was tangled in...,Neutral,0,0,0,0,0,0,0,0
495,1797,In...,Neutral,0,0,0,0,0,0,0,0
496,1798,Strings.,Neutral,0,0,0,0,0,0,0,0
497,1801,I had to kill the other guy. He was a good guy.,anticipation,0,1,0,1,1,1,1,1
498,1804,You killed someone?,fear,0,0,0,1,0,1,0,0
499,1805,Wouldn't have been my first call.,Neutral,0,0,0,0,0,0,0,0
500,1807,"But, down in the real world, we're faced with ugly choices.",disgust,0,0,1,0,0,0,0,1
501,1811,Who sent you?,Neutral,0,0,0,0,0,0,0,0
502,1813,STARK: I see a suit of armour around the world.,trust,0,0,0,0,0,0,0,1
503,1817,- Ultron. - In the flesh.,disgust,0,0,1,0,0,0,0,0
504,1819,"Or, no, not yet.",Neutral,0,0,0,0,0,0,0,0
505,1821,Not this chrysalis.,Neutral,0,0,0,0,0,0,0,0
506,1824,But I am ready.,anticipation,0,1,0,0,0,0,0,0
507,1827,I am on mission.,Neutral,0,0,0,0,0,0,0,0
508,1829,- ROMANOFF: What mission? - Peace in our time.,anticipation,0,2,0,0,1,0,0,1
509,1842,(GRUNTS),Neutral,0,0,0,0,0,0,0,0
510,1846,HILL: Rhodey!,Neutral,0,0,0,0,0,0,0,0
511,1851,(GRUNTS),Neutral,0,0,0,0,0,0,0,0
