,secs_stamp,text,max_sentiment,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
1222,5443,My name is Carol.,joy,0,0,0,0,1,0,0,1
1223,5461,She's trying to break out.,surprise,0,0,0,0,0,0,1,0
1224,5507,I've been fighting with one arm tied behind my back.,anger,1,0,0,1,0,0,0,0
1225,5511,But what happens when...,anticipation,0,1,0,0,0,0,0,0
1226,5516,I'm finally set free?,anticipation,0,1,1,0,1,0,1,1
1227,5558,"You know you're glowing, right?",anticipation,0,1,0,0,1,0,0,1
1228,5561,I'll explain it later.,anger,1,0,1,1,0,1,0,1
1229,5565,Take the Tesseract.,Neutral,0,0,0,0,0,0,0,0
1230,5566,Leave the lunchbox.,sadness,0,0,0,0,0,1,1,0
1231,5567,- Yes.,Neutral,0,0,0,0,0,0,0,0
1232,5569,I'm not touching that thing.,Neutral,0,0,0,0,0,0,0,0
1233,5571,You want me to get you an oven mitt?,Neutral,0,0,0,0,0,0,0,0
1234,5577,Whoa!,Neutral,0,0,0,0,0,0,0,0
1235,5585,Get the Skrulls on the Quadjet and go.,Neutral,0,0,0,0,0,0,0,0
1236,5588,Take the Flerken with you.,Neutral,0,0,0,0,0,0,0,0
1237,5591,- What about you? <i>- I'll</i> buy you some time!,anticipation,0,1,0,0,0,0,0,0
1238,5594,I'm picking you up now.,Neutral,0,0,0,0,0,0,0,0
1239,5599,I'm trusting you not to eat me.,trust,0,0,0,0,0,0,0,1
1240,5607,"0h, hey, guys.",Neutral,0,0,0,0,0,0,0,0
1241,5612,Arm wrestle for the Tesseract?,Neutral,0,0,0,0,0,0,0,0
1242,5617,I used to find you amusing.,joy,0,0,0,0,1,0,0,0
1243,5619,Let's put an end to this.,Neutral,0,0,0,0,0,0,0,0
1244,5656,<i>Okay.</i>,Neutral,0,0,0,0,0,0,0,0
1245,5657,Good kitty.,anticipation,0,1,0,0,1,0,1,1
1246,5705,You knew all along.,Neutral,0,0,0,0,0,0,0,0
1247,5708,Is that why we never hung out?,Neutral,0,0,0,0,0,0,0,0
1248,5709,"No, I just never liked you.",Neutral,0,0,0,0,0,0,0,0
1249,5718,Incoming!,Neutral,0,0,0,0,0,0,0,0
1250,5727,"Hey, in a hurry?",anticipation,0,1,0,0,0,0,0,0
1251,5730,Don't make me do this.,Neutral,0,0,0,0,0,0,0,0
1252,5732,<i>Okay.</i>,Neutral,0,0,0,0,0,0,0,0
